iter	Logloss
134	0.235377689
135	0.2349552396
136	0.2345586086
137	0.2343049529
138	0.2339278889
139	0.2336532958
140	0.2333672381
141	0.2330061465
142	0.2326558084
143	0.2323399442
144	0.2319380625
145	0.2315785424
146	0.2313201904
147	0.23102457
148	0.2305857602
149	0.2300884435
150	0.2298677622
151	0.2295700357
152	0.2293686746
153	0.2290595014
154	0.2284991966
155	0.2282784856
156	0.2279510838
157	0.2276664493
158	0.2273298732
159	0.2270360689
160	0.2266286818
161	0.2264781195
162	0.2260281399
163	0.2256912444
164	0.2255044975
165	0.2252708788
166	0.2249228358
167	0.2246138367
168	0.2244067428
169	0.2241525318
170	0.2239136167
171	0.2237905886
172	0.2235013056
173	0.2233190797
174	0.2230367267
175	0.2228366291
176	0.2225252271
177	0.2223856015
178	0.2220637598
179	0.2217833636
180	0.2216574498
181	0.2213355963
182	0.2210282757
183	0.2207799715
184	0.2204135288
185	0.2202976645
186	0.2199321651
187	0.219712443
188	0.2194744832
189	0.2191135521
190	0.2188796285
191	0.2186052469
192	0.218452356
193	0.2182939946
194	0.2179598362
195	0.2177212054
196	0.2173672979
197	0.2172639714
198	0.2171331087
199	0.2168357237
200	0.2165431148
201	0.2163584979
202	0.2160341067
203	0.2158581931
204	0.215654937
205	0.2154903728
206	0.2152613972
207	0.2149342535
208	0.2147692014
209	0.2144231157
210	0.214269774
211	0.2140765842
212	0.2138535884
213	0.2136446162
214	0.2134693931
215	0.2133910293
216	0.213066014
217	0.212860357
218	0.2126992772
219	0.2125294682
220	0.2121909452
221	0.212008143
222	0.2118369583
223	0.2116723357
224	0.2115372157
225	0.2113398783
226	0.211220568
227	0.2110808666
228	0.2108036655
229	0.2106864322
230	0.2105083848
231	0.210371774
232	0.2101184059
233	0.2099457505
234	0.2097979322
235	0.2096763932
236	0.20949385
237	0.209138605
238	0.2089928558
239	0.2088662792
240	0.2084974972
241	0.2082702427
242	0.208056934
243	0.2079168508
244	0.2078105144
245	0.2076981529
246	0.207455475
247	0.2073404337
248	0.2071353279
249	0.2069646066
250	0.2068176488
251	0.2066112118
252	0.2063739837
253	0.2062416417
254	0.2061568152
255	0.2060165356
256	0.2058700915
257	0.2057319874
258	0.2056524873
259	0.2055228307
260	0.2052071511
261	0.2049283757
262	0.2047816689
263	0.2046389797
264	0.2044756019
265	0.2042599187
266	0.204187238
267	0.2040308802
268	0.2038927516
269	0.2035725091
270	0.2034903932
271	0.2033573664
272	0.2031174595
273	0.2028284521
274	0.2027750378
275	0.2024990618
276	0.2023520746
277	0.2020772936
278	0.2019592789
279	0.2017737758
280	0.2016013941
281	0.201363738
282	0.2011695174
283	0.2010414136
284	0.2008289417
285	0.2006640414
286	0.2005006401
287	0.2004334462
288	0.2001870296
289	0.1999454705
290	0.1998613088
291	0.1996738255
292	0.1994947304
293	0.199289801
294	0.19911309
295	0.1989781399
296	0.1988587184
297	0.198714758
298	0.1985573977
299	0.1984030282
300	0.1982856977
301	0.1981189452
302	0.19796297
303	0.1978269532
304	0.1976711386
305	0.1974875229
306	0.1973410972
307	0.1970913016
308	0.196902656
309	0.1967394922
310	0.1965407285
311	0.1963327084
312	0.1961426437
313	0.1960432143
314	0.1958624887
315	0.19572188
316	0.1955092298
317	0.1953873463
318	0.1952137512
319	0.1951181376
320	0.1948671841
321	0.1946347204
322	0.1945193341
323	0.1942897375
324	0.1940994023
325	0.1938855159
326	0.1936726124
327	0.1935811754
328	0.1932982114
329	0.1930977367
330	0.1928673478
331	0.1926688097
332	0.1924012335
333	0.1922403352
334	0.1920548675
335	0.1918712417
336	0.1917226892
337	0.1915804796
338	0.1914973944
339	0.1912777296
340	0.1911368636
341	0.1910094569
342	0.1908830042
343	0.1906823978
344	0.1906037148
345	0.1903939859
346	0.1903106926
347	0.1902177457
348	0.1900550367
349	0.1899697106
350	0.1898845599
351	0.1897764502
352	0.1896314039
353	0.189537913
354	0.1893867127
355	0.1892083206
356	0.1889935576
357	0.1888168807
358	0.188647689
359	0.1884854636
360	0.1883476881
361	0.1880636498
362	0.1879770377
363	0.1878458138
364	0.1877066652
365	0.187468738
366	0.1872278023
367	0.1870854982
368	0.1869478856
369	0.1867984004
370	0.1867001876
371	0.1866033386
372	0.1864332481
373	0.1862305597
374	0.1860450899
375	0.185918054
376	0.1857700416
377	0.1856992966
378	0.1855412905
379	0.1854740694
380	0.185289743
381	0.185079969
382	0.1849548705
383	0.1848250593
384	0.1846747019
385	0.1844935603
386	0.1843328286
387	0.1842346706
388	0.1840268843
389	0.183901571
390	0.1837086044
391	0.1835186628
392	0.1834240108
393	0.1832199894
394	0.1830244054
395	0.1829190246
396	0.1828202514
397	0.1826672898
398	0.1825353568
399	0.1823962075
400	0.1822421455
401	0.1821557884
402	0.1819985551
403	0.1818991954
404	0.1817378385
405	0.1815739304
406	0.181444073
407	0.1813053161
408	0.1812090558
409	0.1810919352
410	0.1810403491
411	0.1808129639
412	0.1807066132
413	0.1805978337
414	0.1804605227
415	0.1802760131
416	0.1801234918
417	0.1800064401
418	0.1798909081
419	0.1798047489
420	0.179672165
421	0.1795489149
422	0.1794542218
423	0.1793282234
424	0.1791890207
425	0.1790763483
426	0.178939881
427	0.1788455193
428	0.1787753254
429	0.1786897624
430	0.1786327721
431	0.178527062
432	0.1784193341
433	0.1782229215
434	0.1780494417
435	0.1778839009
436	0.177757927
437	0.1776181121
438	0.177469552
439	0.1773675154
440	0.1772067484
441	0.1771532013
442	0.1770364452
443	0.1769719416
444	0.1768655978
445	0.1767755446
446	0.1766473531
447	0.1764995345
448	0.1764362896
449	0.1763209545
450	0.1762344448
451	0.1761332528
452	0.1760406631
453	0.1759428319
454	0.1758194304
455	0.1757229014
456	0.1755882774
457	0.1755116111
458	0.1753649713
459	0.1752751168
460	0.1751894019
461	0.1751103639
462	0.1749944549
463	0.1748961704
464	0.1748005611
465	0.1746270475
466	0.174438558
467	0.1743950213
468	0.174244962
469	0.1741591916
470	0.1741054378
471	0.1740080881
472	0.1739536632
473	0.1738612633
474	0.1737616891
475	0.1736629859
476	0.1735483067
477	0.1734390516
478	0.1733556058
479	0.1733096673
480	0.1732295121
481	0.1731157872
482	0.1729809725
483	0.1728852204
484	0.1727383891
485	0.1725864793
486	0.1724952102
487	0.17245265
488	0.1724022663
489	0.1723294654
490	0.1721601377
491	0.1720993971
492	0.1719943433
493	0.171921764
494	0.1718103105
495	0.1717387587
496	0.1716003512
497	0.1714609214
498	0.1713752459
499	0.1712298601
500	0.1710957824
501	0.171010374
502	0.1708698769
503	0.1707864694
504	0.1706306316
505	0.1705684957
506	0.170430454
507	0.1702721159
508	0.1701866257
509	0.1701241862
510	0.1700448685
511	0.1699659879
512	0.1698523945
513	0.1697155607
514	0.1696260262
515	0.169545422
516	0.1694686839
517	0.1693754201
518	0.1692998214
519	0.1691971011
520	0.1691521268
521	0.1690509774
522	0.1689151414
523	0.1688455664
524	0.1687098106
525	0.1686253579
526	0.1685414237
527	0.1684589114
528	0.1683962215
529	0.1683607477
530	0.1682786609
531	0.1682456648
532	0.168086924
533	0.1679848905
534	0.1679120844
535	0.1678132418
536	0.1676856305
537	0.1676170544
538	0.1675184074
539	0.1673948004
540	0.1673416714
541	0.1672764289
542	0.1671978745
543	0.1670762211
544	0.1669515498
545	0.1669167753
546	0.1668522788
547	0.1667241567
548	0.166609423
549	0.1664773845
550	0.1663415886
551	0.1662017059
552	0.1660484583
553	0.165901446
554	0.1658190848
555	0.1657522172
556	0.1656247199
557	0.165553043
558	0.165416198
559	0.1653000824
560	0.1652184102
561	0.1650862868
562	0.1650082718
563	0.1649272963
564	0.1648735098
565	0.1647640172
566	0.1647239739
567	0.1646035086
568	0.1645109771
569	0.1644219144
570	0.1643476198
571	0.1642741688
572	0.1641524108
573	0.1640343811
574	0.1639487136
575	0.1639079619
576	0.1638486564
577	0.1637625586
578	0.1636903861
579	0.1635894843
580	0.1635256317
581	0.1634927631
582	0.1634394458
583	0.1633693767
584	0.1632977035
585	0.1632207804
586	0.1631373078
587	0.1630588466
588	0.1629580284
589	0.1628524556
590	0.162759677
591	0.162663493
592	0.1626367096
593	0.1625044226
594	0.1624622066
595	0.1623837672
596	0.1623066703
597	0.1622489319
598	0.1621266963
599	0.1620512079
600	0.1619404677
601	0.1618730103
602	0.1617887896
603	0.1617017234
604	0.1616451873
605	0.1615916623
606	0.1615224571
607	0.1614224037
608	0.161369006
609	0.1612695117
610	0.1612149455
611	0.1611290604
612	0.1610100982
613	0.1608690227
614	0.1608062035
615	0.1607143287
616	0.160594688
617	0.1605170121
618	0.1603914576
619	0.1603412281
620	0.1603125735
621	0.1602423747
622	0.1601420415
623	0.1600463251
624	0.1599742472
625	0.1598887284
626	0.1597954787
627	0.159726093
628	0.1596223864
629	0.1595868589
630	0.159556094
631	0.1594860688
632	0.1594138242
633	0.1593332938
634	0.1592261244
635	0.1590430169
636	0.1589618192
637	0.1589408774
638	0.1588351642
639	0.1587191653
640	0.1586205184
641	0.1585291719
642	0.1584550355
643	0.1583039904
644	0.1582381068
645	0.1581808844
646	0.158095587
647	0.1580351502
648	0.1579419556
649	0.1578560918
650	0.1577905103
651	0.1577137265
652	0.157639456
653	0.1575852889
654	0.1575018236
655	0.1574527256
656	0.157411493
657	0.157319153
658	0.1572623747
659	0.1571886172
660	0.15711697
661	0.1569728463
662	0.1568836859
663	0.1568328992
664	0.1567492998
665	0.1566115006
666	0.1565199552
667	0.1564900136
668	0.1564561868
669	0.1563998702
670	0.1562766101
671	0.1562138218
672	0.1561523952
673	0.1560882403
674	0.1560244491
675	0.1559162787
676	0.1558297218
677	0.1557720631
678	0.1557255423
679	0.1556394438
680	0.1555459179
681	0.1554789507
682	0.1554374957
683	0.1553203761
684	0.1552302571
685	0.1551496056
686	0.1550801592
687	0.1549463435
688	0.1548442328
689	0.1547773751
690	0.1547339092
691	0.1546751256
692	0.1545888813
693	0.1545167339
694	0.1543629015
695	0.1543175896
696	0.1542477391
697	0.1541904196
698	0.1541536371
699	0.1540272326
700	0.1539378463
701	0.153854155
702	0.1537923749
703	0.1537382764
704	0.1536318495
705	0.1535384283
706	0.1534976647
707	0.1534160065
708	0.1533775625
709	0.1531992541
710	0.1531324976
711	0.1530598203
712	0.1529930034
713	0.1529055779
714	0.1528119984
715	0.1527414368
716	0.1527078795
717	0.1526279184
718	0.1525695776
719	0.1525359552
720	0.1524087517
721	0.1523411317
722	0.1523027859
723	0.1522155762
724	0.1521286287
725	0.1521051368
726	0.152047046
727	0.1519441025
728	0.1519128589
729	0.1518335855
730	0.1517636955
731	0.1517063999
732	0.1516624862
733	0.151572316
734	0.1515157626
735	0.1514750767
736	0.1514563604
737	0.1514193209
738	0.1513646491
739	0.1513125012
740	0.1512640138
741	0.1511778218
742	0.1510434945
743	0.1510032732
744	0.1508801511
745	0.1508393731
746	0.1507995316
747	0.1506546313
748	0.1506116731
749	0.1505142286
750	0.150483115
751	0.1504610459
752	0.1504331106
753	0.1503183261
754	0.1502154782
755	0.1500965099
756	0.1500527346
757	0.1500436592
758	0.1498870514
759	0.1498164752
760	0.1497474547
761	0.1496730508
762	0.1495385985
763	0.1495221129
764	0.1494556453
765	0.1493936131
766	0.1493452014
767	0.1493077345
768	0.1492493287
769	0.1491816396
770	0.1490979745
771	0.148963242
772	0.148918583
773	0.1488290077
774	0.1487840691
775	0.1487294993
776	0.1486849925
777	0.1486081432
778	0.1485523375
779	0.1484711063
780	0.148414058
781	0.1483742424
782	0.1483102128
783	0.1482567206
784	0.1482122831
785	0.1481705242
786	0.148069722
787	0.1480292274
788	0.1479042085
789	0.1478286485
790	0.1477420138
791	0.1476841083
792	0.147610226
793	0.1475161117
794	0.1474635093
795	0.1473950785
796	0.147318162
797	0.1472764663
798	0.1471886161
799	0.1471158082
800	0.147074476
801	0.1469996462
802	0.1469397762
803	0.1468374272
804	0.1467829085
805	0.1467427757
806	0.1466808419
807	0.1466450495
808	0.1466092139
809	0.1465452096
810	0.1464942699
811	0.146414494
812	0.1463247131
813	0.1463208762
814	0.1462655502
815	0.1461949172
816	0.1461452701
817	0.1461114693
818	0.1460409815
819	0.1460155902
820	0.1459461004
821	0.1458747909
822	0.1458313847
823	0.145778433
824	0.1456815401
825	0.1456588049
826	0.1455684959
827	0.1455308475
828	0.1454862118
829	0.1453667339
830	0.1452903405
831	0.1451725707
832	0.1450332531
833	0.1449867201
834	0.1449233046
835	0.1448562055
836	0.1447997414
837	0.1447501349
838	0.1447260316
839	0.1446375267
840	0.1445386562
841	0.1445073776
842	0.1444448849
843	0.1444097435
844	0.1443752788
845	0.1442927506
846	0.1442106173
847	0.1441287782
848	0.144050126
849	0.1439909349
850	0.1439082996
851	0.1438690102
852	0.1437894044
853	0.1437518786
854	0.1437242799
855	0.1436460671
856	0.1436119186
857	0.1435741055
858	0.1435071242
859	0.1434546125
860	0.1433564306
861	0.143296138
862	0.1432197537
863	0.1431398834
864	0.1429895509
865	0.1428831835
866	0.1428389013
867	0.142753115
868	0.1426883805
869	0.1426369611
870	0.1425575592
871	0.1424917801
872	0.1424162578
873	0.1423274879
874	0.1422764412
875	0.1422181751
876	0.1421683734
877	0.1420763674
878	0.1419972888
879	0.1419498205
880	0.1418761172
881	0.1418300956
882	0.1417973765
883	0.1417120817
884	0.1416164941
885	0.1415334146
886	0.1414146392
887	0.1413768239
888	0.1413097413
889	0.1412380923
890	0.1411475765
891	0.1411077747
892	0.1409927214
893	0.1409555778
894	0.140919794
895	0.1408356068
896	0.1407464908
897	0.140700838
898	0.1406707438
899	0.1406551874
900	0.1405942539
901	0.1405633387
902	0.1404861664
903	0.1404651279
904	0.1403534717
905	0.1403087279
906	0.1402468767
907	0.1401965276
908	0.1401936977
909	0.1401686865
910	0.1401206726
911	0.1400610873
912	0.1399933782
913	0.1399165126
914	0.1398296299
915	0.139781806
916	0.1397155048
917	0.139658788
918	0.1395959802
919	0.139572315
920	0.139519903
921	0.1395002924
922	0.1394222192
923	0.1393918201
924	0.1393184218
925	0.1392061349
926	0.1391548193
927	0.1391366014
